פתרון,הגדרה,אורך,מחבר,מספר
אוסטנד,העיר אירופאית הראשונה עם מעמד (6),6,אודי הרשקוביץ,570
אוסטרלי,בן אי שיתכן שחטפתי ממנו מכה בפנים (7),7,אודי הרשקוביץ,579
אוסטרליה,היא באה והוא היכה בי בארץ (8),8,אודי הרשקוביץ,244
אוסלו,אולי הכלי שלו א' או ב' (5),5,דוד זהבי,237
אופדהרקורד,"אולי לא הציל יותר מפרח, אבל אסור לגלות (3, 2, 5)",10,דוד זהבי,49
אופוזיציה,יש אפשרות שבה הוזים באמצע ולא מסכימים (9),9,דוד זהבי,573
אופוסומ,חיה והפסקה במוסד (7),7,אודי הרשקוביץ,158
אופטימי,"לא מודאג, שייך לראיה ולנגינה (7)",7,דוד זהבי,263
אופטימיות,"עם 12 מאוזן. ישר תדעי שאתמול עשו לו ברית באופרה, זה סימן טוב (9, 5)",9,אודי הרשקוביץ,93
אופירה,מגישה אולי תוספת (6),6,דוד זהבי,451
אופירהאסייג,"אולי אגביל תוספת של עיתונאית (6, 5)",11,דוד זהבי,641
אופירהוברקו,"צמד, אולי בור, שניקו אותם (6, 5)",11,דוד זהבי ואודי הרשקוביץ,275
אופירהנבונ,"אולי תבשיל חכם לגברת הראשונה (6, 4)",10,דוד זהבי,180
אופליה,הפליאו במחזה (6),6,אודי הרשקוביץ,38
אופנבכ,ייתכן שיש לך צד של מלחין (6),6,אודי הרשקוביץ,91
אופנימ,יתכן ויש בתוך דרכים שונות (6),6,אודי הרשקוביץ,513
אופנתי,"שמו אותי בצד? להיפך, זה הכי קול (6)",6,אודי הרשקוביץ,164
אופקמדיני,"לעזאזל, המשפט שלי עמד בעקבות מו""מ (4, 5)",9,דוד זהבי,137
אופרה,סוג של הופעה חיה שיש אפשרות בחירה לפניה (5),5,אודי הרשקוביץ,521
אופרהבגרוש,"מחזה עם אפשרות לבהמה בנפרד (5, 5)",10,אודי הרשקוביץ,148
אופרהבגרוש,"קישטו אותה תוך כדי סילוק המחזה (5, 5)",10,דוד זהבי ואודי הרשקוביץ,375
אופרטה,יש מצב שהיא אמרה את כל מה שיש במופע הזה (6),6,אודי הרשקוביץ,554
אופרתסבונ,"קשה לזהות אותך בלי בירה שיש לה המון פרקים (5, 4)",9,דוד זהבי,378
אוצרבלומ,"השאיר בו חותם בטבעת, וזה שווה המון (4, 4)",8,דוד זהבי,373
אוצרבלומ,"שווה למצוא אותו ואולי לצרום (4, 4)",8,דוד זהבי,459
אוצרהמדינה,"לשם הולכים המסים: אולי זילבר יותר שמנה ממנה (4, 6)",10,דוד זהבי,340
אוצרמילימ,"רמי לוי מצא אפשרויות להתבטא (4, 5)",9,אודי הרשקוביץ,111
אוקולוס,יתכן ולא שומעים בכלל את הפתח העגול (7),7,אודי הרשקוביץ,460
אוקטביה,"אוטו עם  קצה באמצע, זה נורא! (7)",7,דוד זהבי,206
אוקטבינוס,אולי הקצה יברח בגלל השליט (9) (ח),9,דוד זהבי,194
אוקטובר,אולי הזקן מרגל באדום או בשחור (7),7,דוד זהבי,194
אוקטובר,בסתיו יתכן שעדיף להיות בין מאה למאתיים (7),7,אודי הרשקוביץ,195
אוקטובר,זקן בשירות הסעות חדש (7),7,דוד זהבי,461
אוקטובר,מאה זה לא רע כשהוא מוקף באור חדש (7),7,אודי הרשקוביץ,636
אוקלידס,המתמטיקאי החדש בקיצור שבצידו כלום (7),7,אודי הרשקוביץ,274
אוקסימורונ,"אולי הם כבר ב-101 לפני השיר, זה לא יכול להיות (10)",10,דוד זהבי,141
אוקסימורונ,"לא יכול להיות, ורק אני סומו (10)",10,דוד זהבי,410
אוקראינה,אנו קריאה להפסיק שם את הלחימה (8),8,אודי הרשקוביץ,460
אוקראינה,באיזו ארץ זה שלא מקבל את המסורת נכנס לחלק מהמח? (8),8,דוד זהבי,624
אור,ראה/י 24 מאונך,3,אודי הרשקוביץ,44
אור,יום ראשון (3),3,אודי הרשקוביץ,56
אור,בני מחזיר ראשון (3),3,דוד זהבי,102
אור,"(עם 15 מאוזן) בא ורשם שזה מחטא (3, 3)",3,דוד זהבי ואודי הרשקוביץ,375
אוראדומ,"בגללו צריך לעמוד, ואולי המפקד הבכיר צריך לעמוד (3, 4)",7,דוד זהבי,251
אוראדומ,"אולי עיר בפולין היא מה שמונע התקדמות? (3, 4)",7,דוד זהבי,506
אורגינלי,מחבר בשבילי מטבע שעוד לא היה כמותו (8),8,דוד זהבי,322
אורגנדינ,בד מנגן משפט (8),8,אודי הרשקוביץ,356
אורגנו,סדרו אותם במטבח (6),6,דוד זהבי,55
אורגנזה,באיזה בד היא כיסתה את המנורה? (7),7,אודי הרשקוביץ,7
אורגני,חלק בלתי נפרד שאני מנגן עליו (6),6,דוד זהבי,618
אורהנר,"רון ראה קיבוץ (3, 3)",6,דוד זהבי,43
אורהנר,"הקיבוץ בין החלשים בקטגוריה שלו (3, 3)",6,דוד זהבי,173
אורהנר,"הן ארור הדבר הזה בעוטף עזה (3, 3)",6,אודי הרשקוביץ,546
אורהשמש,"חומר חיטוי שמותר להשתמש בו (3, 4)",7,דוד זהבי,2
אורהשמש,"שומר האש מחטא את הכל (3, 4)",7,אודי הרשקוביץ,438
אורוה,אולי לא צריך לשתות במשק (5) (ח),5,דוד זהבי,86
אורוול,סופר או מלחין (6),6,דוד זהבי,43
אורועיניו,"יתכן והאכזריות של מטבעותיו גרמה לו להתעודד (4, 5)",9,אודי הרשקוביץ,117
אורותגבוהימ,"אולי מגלה, אחור והמערב שמפעילים בנסיעה לילית בין עירונית (5, 6)",11,דוד זהבי,629
אורותגבוהימ,"אולי לפני הסוף לקחו את המערב כי יש ערפל (5, 6)",11,דוד זהבי,643
אורותרבינ,"חיפש את הנר שלו אולי בתוך תחנת כח (5, 4)",9,אודי הרשקוביץ,370
אורותרוורס,"אולי לפני הסוף הספיק להם חלק מהכרס ברכב (5, 5)",10,דוד זהבי,90
אורזמלא,"מאכל שיש לו מטען עודף (4, 3)",7,דוד זהבי,467
אורחפלא,"אולי היה באוויר או להיפך, לא ברור כיצד (4, 3) (מ)",7,דוד זהבי,173
אורחפלא,"יש אפשרות שהוא התעופף? זה אינו קסם (4, 3)",7,אודי הרשקוביץ,489
אורטופדיה,תיכון ומושב במחלקה (9),9,דוד זהבי,169
אורטותרפיסט,המטפל של בית הספר שלו מחפש הגרלה טובה (11),11,אודי הרשקוביץ,295
אוריאריאל,"בממשלה אולי כמעט כל המטבע וכולו (4, 5)",9,דוד זהבי,263
אוריגבריאל,"שחקן ישראלי או שחקנית אנגליה במטבע דרום אמריקאי (4, 6)",10,דוד זהבי,247
אוריגמי,אמנות זוהר אף מנין? (7),7,אודי הרשקוביץ,601
אוריומ,"קבוצת כוכבים החזירה את זנבה צעד לאחור, זה מה שנותנת שמש (3, 3)",6,דוד זהבי,455
אורינוקו,גדעון בלע צרור בדרום אמריקה (8),8,דוד זהבי,282
אורינוקו,צרור בגדעון? זורם! (8),8,דוד זהבי,396
אורינוקו,איזה ששון! שטפו אותם בזרם שלו (8),8,אודי הרשקוביץ,434
אורינוקו,רחצו למשל את זוהר ואריאל בנהר (8),8,דוד זהבי,506
אורינוקו,זורח לפני שישטפו אותם בזרם שלו (8),8,אודי הרשקוביץ,532
אורינוקו,צחצחו את אלה שמאפשרים לי לראות בדרום אמריקה (8),8,דוד זהבי,586
אוריסביר,"אני עוזר לראות באופן הגיוני, לפי הדיפלומט (4, 4)",8,דוד זהבי,633
אוריסלונימ,"לפי עורך הדין, אולי שערה, הלוואי שערה! (4, 6)",10,דוד זהבי,171
אוריקרות,"זוהר ואולי אין שום דבר במגילה (3, 5)",8,דוד זהבי,263
אורירוק,"אין בעיה, זוהר למשל לא התחתן (3, 4)",7,דוד זהבי,412
אורירוק,"אפשר להכיר לששון מישהי, אין עם זה בעיה (3, 4)",7,דוד זהבי,435
אורירוק,"אולי ששון לא התחתן אז אפשר להתקדם (3, 4)",7,דוד זהבי,471
אורירוק,"זוהר לא נשוי ואין עם זה בעיה (3, 4)",7,דוד זהבי,480
אורכרוח,"מאיר שוב שורף בנחת (4, 3)",7,אודי הרשקוביץ,591
אורלנדו,משורר ועיר (7),7,אודי הרשקוביץ,564
אורמקיפ,"מושג קבלי קורא מפי (3, 4)",7,דוד זהבי,576
אורנזריפ,"אולי יש לו כוחות, אולי הפרחים שלי ישירו פה (4, 4)",8,דוד זהבי,346
אורניתולוגיה,המושב ומידותיה הישנות לפני ידיעת העופות (12),12,אודי הרשקוביץ,550
אורננהרי,"העיתונאי זוהר מלא שמחה (4, 4)",8,אודי הרשקוביץ,432
אורנשחור,"אלוף במיל. הוא תופעה בוטנית מוזרה (4, 4)",8,דוד זהבי,282
אורסונולס,"החברה הישראלית לאחר שעות היום היא שום דבר לבמאי (6, 3)",9,אודי הרשקוביץ,60
אורעקיבא,"בזכותו אפשר לראות למשל נוף בעיר (3, 5)",8,דוד זהבי,500
אורפאוס,הנגן המיתולוגי צריך לבחור בין מדף לכלום (7),7,אודי הרשקוביץ,287
אורראשונ,"הכי חשוב בכוכב מוקדם בבוקר (3, 5)",8,דוד זהבי,459
אורתוגונלי,"הן עצובות באופן מילולי? להיפך, הוא ניצב (10)",10,דוד זהבי,35
אורתודוקסי,קורס דתי ו/או סוג של דתי (10),10,דוד זהבי,135
אורתופד,רופא ודת שהסתדרו קצת אחרת (7),7,אודי הרשקוביץ,489
אושיק,את השם הפרטי של הזמר יכולה להחליף אלגנטיות (5),5,דוד זהבי,55
אושפיזינ,יתכן והוא יבשל ויאכיל בסוכה (8),8,אודי הרשקוביץ,232
אושפיזינ,יש מצב שהטבח יתן אוכל לאורחים? (8),8,אודי הרשקוביץ,387
אושפיזינ,יש מצב שהוא ייתן אוכל לאורחים (8),8,אודי הרשקוביץ,438
אושפיזינ,אורחים שיתכן שיקבלו אוכל מזה שמכין אותו (8),8,אודי הרשקוביץ,597
אושפלאו,הברירות יש שיא שלילי ומאכל (7),7,דוד זהבי,455
אושרי,"(עם 22 מאונך) לפי השחקן, יש הסכמה שימלא תפקיד (5, 3)",5,דוד זהבי,496
אותההגברת,"עם 3 מאונך. גרמת שתתחזק בתדר א' אבל העקרון דומה (4, 5, 6, 4)",9,דוד זהבי,184
אותהשעה,"הרחק את הסימן בזמן ההוא (4, 3)",7,דוד זהבי,533
אותוהימ,"ספר שנקרא כמו חלק ממשפט מפורסם של שמיר (4, 3)",7,דוד זהבי,373
אותומקומ,"אולי זה הסוף, עמוד בלי לזוז (4, 4)",8,דוד זהבי,386
אותותאזהרה,"נורות אדומות על כך שאולי פרי עמד לפרות באותו זמן (5, 5)",10,דוד זהבי,453
אותיות,זה אלף-בית שהן מוציאות יותר (אבל גם מביאות יותר) (6),6,אודי הרשקוביץ,389
אותלו,מחזה עם סימן (5),5,דוד זהבי ואודי הרשקוביץ,325
אותלו,קיבל סימן בתיאטרון (5),5,אודי הרשקוביץ,632
אותנטיות,סימן שיש העדפות ואין שקר (8),8,דוד זהבי,382
אותנטית,סימן שזזת מהדרך המקורית (7),7,אודי הרשקוביץ,456
אז,"מני, כמו כי או מה? (2)",2,דוד זהבי,204
אזהרהאחרונה,"קינן הפכה לדודה לא רגילה באותו זמן, בפעם הבאה יהיה עונש (5, 6)",11,דוד זהבי,635
אזהרהקלה,"באותה תקופה היא הייתה בתחילת ההריון, צריך קצת לשים לב (5, 3)",8,אודי הרשקוביץ,550
אזוב,היא היתה בין הראשונות על הקיר (4),4,אודי הרשקוביץ,70
אזוטריה,"היא בלעה לוקש? להיפך, זה לא חשוב (7)",7,דוד זהבי,61
אזורהררי,"החגורה של דידי בגולן אולי (4, 4)",8,דוד זהבי,267
אזורחיוג,"אחד מאיר ולא יהודי מסתובב, כדי לבחור את יעד השיחה (4, 4)",8,דוד זהבי,280
אזוריזמנ,"יקבע פגישה עם מועצה, יש 24 כאלה בעולם (5, 3)",8,דוד זהבי,596
אזי,כתוצאה מכך הוא מאזין בלי אוכל (3),3,אודי הרשקוביץ,530
אזימוט,"אם כך, מטה זה הכיוון (6)",6,אודי הרשקוביץ,36
אזימוטימ,הכיוונים באותו הזמן: הוד בירושלים! (8),8,אודי הרשקוביץ,628
אזיק,מה תשים עלי כשאשבור משהו? (4),4,אודי הרשקוביץ,343
אזמל,מה עשה המוהל ביום השמיני ואולי בעזרת מה? (4),4,דוד זהבי,608
אזמרגד,"נו, אדון נבון, זה אבן? (6)",6,אודי הרשקוביץ,7
אזמרגדימ,"חד גדיא למשל, בתנאי שיש אבנים טובות (8)",8,אודי הרשקוביץ,517
אזנהמנ,"זה נאמן וטעים (3, 3)",6,דוד זהבי,373
אזנימ,קולטות גלים ובאותו זמן ישן (5),5,דוד זהבי,402
אזקנו,הגבלנו את התנועה ולפיכך אתם יכולים להשיג (5),5,דוד זהבי,398
אזר,סופר עברי שקודם כל איננו מוכר (3),3,דוד זהבי,163
אחאב,דוד המלך (4),4,אודי הרשקוביץ,58
אחד,,3,רון מוצפי,68
אחד,במאי העם (3),3,דוד זהבי,124
אחד,ראה/י 4 מאונך,3,דוד זהבי,404
אחד,"עם 16 מאונך. סיכוי נמוך שאני אפסיק לברר מי נוסע למדינה (3, 7)",3,אודי הרשקוביץ,417
אחד,ראה/י 1 מאונך,3,דוד זהבי,506
אחד,ראה/י 4 מאונך,3,דוד זהבי,516
אחדבפה,"עם 5 מאוזן. פאה לאב – זה מזויף (3, 3, 4, 3)",6,דוד זהבי,8
אחדועודאחד,"העם בצרוף א-להינו, זה מאד פשוט (3, 4, 3)",10,דוד זהבי,165
אחדות,היא מאפשרת שיתוף פעולה עם זה שנולד להורים של הבור (5),5,דוד זהבי,545
אחדות,על תו בסימן (5),5,דוד זהבי,551
אחדימ,הם לא רבים ומספיק להם קרוב (5),5,דוד זהבי,453
אחדלאחד,"אלא בדיוק רב (3, 4)",7,דוד זהבי ואודי הרשקוביץ,25
אחדלאחד,"חוץ ממנו לכולם יש שפיץ שנראה בדיוק אותו דבר (3, 4)",7,דוד זהבי,441
