פתרון,הגדרה,אורך,מחבר,מספר
פרמצבטי,"תרופתי? יש מצב, אבל לא בפומבי (7) (עם דוד זהבי)",7,אודי הרשקוביץ,107
שרוכימ,איזה מיכשור צריך בשביל לנעול נעליים? (6),6,אודי הרשקוביץ,107
רדיקלימ,חופשיים לחזור להביא מעדן ואחריו לשים לק (7),7,אודי הרשקוביץ,107
אמפי,"גם בשביל לשמוע מוסיקה, גם לפני שלוש (4)",4,אודי הרשקוביץ,107
שיקגו,בארצות הברית הולכים אחרי צו האופנה (5),5,אודי הרשקוביץ,107
ממושכ,"במבט לאחור, נראה כאילו הוא ריק מתוכן וארוך מדי (5)",5,אודי הרשקוביץ,107
יורודיסני,פארק הארגון שוב נמצא בתוך חודש (9),9,אודי הרשקוביץ,107
ויזנטל,הנשק חדר לאלי שמעון (6),6,אודי הרשקוביץ,107
פוציני,מלחין וסופר עוקצני (6),6,אודי הרשקוביץ,107
וושינגטונ,שתי אותיות לפני מסמך קטן בארצות הברית (9),9,אודי הרשקוביץ,107
סאונה,"חסרת מוח לחלוטין, אבל עדיין חמה (5)",5,אודי הרשקוביץ,107
משמשו,לא הצליחו שלא לגעת בעץ שלו (5),5,אודי הרשקוביץ,107
וישי,משטר חיפוי שיטתי (4),4,אודי הרשקוביץ,107
יושבטוב,"הוא מסודר, כל המשפחה המורחבת שלו  - ביוב (4, 3)",7,אודי הרשקוביץ,107
ספרטני,חינוך כללי לגמרי (6),6,אודי הרשקוביץ,107
צבעדהוי,"הצדיק תומך בנצחון, למרות שהוא כבר לא נראה טוב (3, 4)",7,אודי הרשקוביץ,107
נפת,"מותק, הפארק התהפך! (3)",3,דוד זהבי,108
פנדלימ,אפשר להכריע שמא יהיו עניים (6),6,דוד זהבי,108
אודיחמודי,"אולי מספיק רותח, וזהו – יש עליו שיר (4, 5)",9,דוד זהבי,108
מנפצאלילימ,"לא מאמין במוסכמות, ולכן הוא מפליל נאצים (4, 6)",10,דוד זהבי,108
פרש,כבר איננו שוב צביקה למשל (3),3,דוד זהבי,108
אלמנהשחורה,"היא מסוכנת שוב, בזה שמתנועע הרי אין מקום (5, 5)",10,דוד זהבי,108
נהיגהמונעת,"בכי שלישי הרבה מאוד זמן בקורס (5, 5)",10,דוד זהבי,108
נצולמשאבימ,"איש ימין ושמאל מבולבל שוחים, כדאי שזה יהיה יעיל (4, 6) (ח)",10,דוד זהבי,108
דממתאלחוט,"במהלך מבצע חשאי נפצע קצין גבוה, חלילה? טוב! (4, 5)",9,דוד זהבי,108
מימונה,16 מאוזן התבלבל בחג (6),6,דוד זהבי,108
לייזר,"ניתוח עם מטבע זר, לא מקומי (5)",5,דוד זהבי,108
כפל,יש לך פלאפון עם לוח (3),3,דוד זהבי,108
לגר,שופך בירה (3) (ח),3,דוד זהבי,108
פריצלנג,"פה המלון, ואחריו בלגן, לפי במאי העבר (4, 3) (ח)",7,דוד זהבי,108
בפהמלא,"בבטחון אך לא בנימוס (3, 3)",6,דוד זהבי,108
דאוריתא,"זו מצוה בפוקס, דרך אגב? להיפך! (7) (ח)",7,דוד זהבי,108
נשרפ,כבר איננו שוב אברמוביץ למשל (4),4,דוד זהבי,108
צביטל,"שופט עם מינימום מידע בצל (3, 2)",5,דוד זהבי,108
רנתלמ,"רוצים לתמרן את איש הטלוויזיה (2, 3)",5,דוד זהבי,108
גודלהמעמד,"למה מתרגשים שלושה וארבעה? בשבילם הוא ניצב (4, 5)",9,דוד זהבי,108
מיומנה,להקה בסיום שבעה שבועות וחמישה ימים (6),6,דוד זהבי,108
ממולכד,לא יכול לעשות כלום מנגד לקנקן (6),6,דוד זהבי,108
ימותהמשיח,"אוטופיה חוזרת, הסוף שלי לא גר פה (4, 5)",9,דוד זהבי,108
נורמל,חתך למלכה את הכח (5),5,דוד זהבי,108
מילוא,"ראש העיר כולל כולם, כך שמעתי (5)",5,דוד זהבי,108
ברכה,באיזו ביצה יש מים? (4) (ח),4,דוד זהבי,108
תלמגידו,"גן לאומי, תאמרו שבפנים לא מספיק (2, 5)",7,דוד זהבי,108
טומסלק,"השחקן לא מאפשר ל-15 להשאר (3, 3)",6,דוד זהבי,108
פרטוריה,לכל כלי עבודה יש בירה (7),7,דוד זהבי,108
אפו,"מה שהם עשו במטבח, זה היה בפניו (3)",3,אודי הרשקוביץ,109
סטריט,ראה/י 2 מאונך,5,אודי הרשקוביץ,109
להחליק,שוב שטף את התבלין? אפשר להעלים עין (6),6,אודי הרשקוביץ,109
קשריחברות,"רק בית שחור יש בין ידידים (4, 5)",9,אודי הרשקוביץ,109
אסטרולוגימ,הכניסו לו בפנים באגים ורואים כוכבים (10),10,אודי הרשקוביץ,109
וול,"עם 6 מאונך. תשקיעי שם במידה ותביאי את המכה (3, 5)",3,אודי הרשקוביץ,109
פעולתתגמול,"בכו שצריכים למסור מישהו שכבר לא מעשן, איזו נקמה (5, 5)",10,אודי הרשקוביץ,109
פונקציונלי,"קיבלתי מאה למרות שלא הגיע לי, וזה שימושי (10)",10,אודי הרשקוביץ,109
יתמזלמזלמ,"המת שלהם יגמר פעמיים, ואולי יזכו בפיס (5, 4)",9,אודי הרשקוביץ,109
משרביה,"כשמאוד חם, במה היא סבכה? (6)",6,אודי הרשקוביץ,109
רמזור,מה יורם זורק בכביש? (5),5,אודי הרשקוביץ,109
טלק,"אבקה מצד אחד, מצד שני, ודי (3)",3,אודי הרשקוביץ,109
חסר,"לפני כל, לב בית (3)",3,אודי הרשקוביץ,109
לאסוגאס,"אין צורך להיות איזה מין אלוף בשביל להמר (3, 4) (מ)",7,אודי הרשקוביץ,109
מובארק,את הנשיא מכניסים בעת הצורך בלבד (6) (מ),6,אודי הרשקוביץ,109
חסרמעופ,"פרח עמוס ומשעמם (3, 4)",7,אודי הרשקוביץ,109
פלקט,תוך כדי שפל קטנטן ראו משהו על הקיר (4),4,אודי הרשקוביץ,109
רויאל,מאחור הוא אינו מנהל מלכותי (5),5,אודי הרשקוביץ,109
טריקו,זו מדיניות חדשה להכנת בגדים (5),5,אודי הרשקוביץ,109
קישלובסקי,איש קולנוע עם פשטידה ספרדית (9),9,אודי הרשקוביץ,109
תבניות,במה אופה האחרונה שנכנסה לשכונה (6),6,אודי הרשקוביץ,109
יתרגלו,"הם היחידים שנשארו פה, אבל זה יעבור להם (6)",6,אודי הרשקוביץ,109
תמרזנדברג,"הח""כ שוב חי במרכז (או בצפון), ולך זה לא הפריע (3, 6) (עם דוד זהבי)",9,אודי הרשקוביץ,109
ניימר,שחקן שדה בים? להיפך (5),5,אודי הרשקוביץ,109
רקמתי,"תכננתי הכל, אבל תגידו לי באיזה שעה (5)",5,אודי הרשקוביץ,109
ינטל,את מה נטביל בסרט? (4),4,אודי הרשקוביץ,109
יחסהזהב,"עשר ירקות שקולים לשתיים זה מושג מתמטי (3, 4)",7,אודי הרשקוביץ,109
מונאקו,איך שהפרות יללו לחוף הים התיכון (6) (מ),6,אודי הרשקוביץ,109
פרוגרמה,מה שעשתה המדינה לתוכנית (7),7,אודי הרשקוביץ,109
דגנ,בשדה הפוך? הפוך! (3),3,אודי הרשקוביץ,11
טירול,חולצה בשער באירופה (5),5,אודי הרשקוביץ,11
רבבריח,"יש שמץ של לכלוך בדלת (2, 4)",6,אודי הרשקוביץ,11
דרישתשלומ,"איחול לרופא שלא ידאג לכסף (5, 4)",9,אודי הרשקוביץ,11
כימימאחדימ,"בגלל מי מחברים ספר? (5, 5)",10,אודי הרשקוביץ,11
ליל,שבת מנוחה (3),3,אודי הרשקוביץ,11
יעקבמרידור,"עוד ידקרו ערבים פעם בכנסת (4, 6)",10,אודי הרשקוביץ,11
גומראתההלל,"אומר עליה דברים טובים כשנפרד ממנה יפה (4, 2, 4)",10,אודי הרשקוביץ,11
האריקרישנה,"הנסיך ג'ון למד שוב בהודו (4, 6)",10,אודי הרשקוביץ,11
היסטוגרמה,תרשים בשלה? הוא זז (9),9,אודי הרשקוביץ,11
רישליה,בבעלותי בתו של הצרפתי (6),6,אודי הרשקוביץ,11
רשפונ,מאסטר בשיר ישוב? (5),5,אודי הרשקוביץ,11
בדו,המציאו שתי זוגות (3),3,אודי הרשקוביץ,11
ידו,בין הרים לאבנים (3),3,אודי הרשקוביץ,11
רוטונדה,באיזה סוג מבנה מגיע הטורנדו? (7),7,אודי הרשקוביץ,11
בלבכבד,"ברק בתוכך זו לא הרגשה נעימה (3, 3)",6,אודי הרשקוביץ,11
בורקיני,גם הוא בגד בחפירת הבית שלי (7),7,אודי הרשקוביץ,11
גלימ,ראה 25 מאוזן,4,אודי הרשקוביץ,11
יששכר,התקבלה משכורת מלאה (5),5,אודי הרשקוביץ,11
להציק,"אוניות במטוסים בשביל להפריע (5) (ע""פ דוד זהבי)",5,אודי הרשקוביץ,11
רופאמשפחה,"דני, שרה ובלהה בקופת חולים (4, 5)",9,אודי הרשקוביץ,11
יורדימ,"מי מלח (4, 2)",6,אודי הרשקוביץ,11
תתבדחו,מתחת לבית אל תסכימו ותריצו קטעים (6) (עם דוד זהבי),6,אודי הרשקוביץ,11
מריטוקרטי,"ממשל עם טעם רע, הם ישנו את המשקל שלי (9)",9,אודי הרשקוביץ,11
השומר,באיזה ארגון נמצא הצמח? (5),5,אודי הרשקוביץ,11
שרגאי,ארגיש כמו עיתונאי (5),5,אודי הרשקוביץ,11
שובר,"עם 5 מאוזן. עוד פעם פעמים בים (4, 4)",4,אודי הרשקוביץ,11
ליברפול,גנרל בתוך גנרל - באיזה עיר? (7),7,אודי הרשקוביץ,11
הבהרות,"בואו לפני הסוף, שלא יהיו אי הבנות (6)",6,אודי הרשקוביץ,11
גושפנקה,מאשרת שנתנה יחס טוב לחתיכה (7),7,אודי הרשקוביץ,11
נסו,לא היו בטוחים לגבי התוצאה ולא נשארו כדי לברר (3),3,דוד זהבי,110
ליטוש,אני יכול לכתוב על גימור (5),5,דוד זהבי,110
הומראנ,השאיפה של ספורטאי אמריקאי: הרבה כסף ואדון אחד בפנים (6),6,דוד זהבי,110
מיניהוביה,"מזעור של השם המפורש? זו סתירה! (5, 4)",9,דוד זהבי,110
קורטקוביינ,"שר על מידה קטנה ומידה גדולה יותר של משקה (4, 6)",10,דוד זהבי,110
תשר,משלמים מהסוף (3),3,דוד זהבי,110
קונייקטורה,אלה שמשלמים על עשר לפני הקיבוץ בנסיבות מסויימות (10)(מ),10,דוד זהבי,110
בכיהלדורות,"תכיל שני קיבוצים אבל עוד יצטערו על זה! (4, 6)",10,דוד זהבי,110
פסיכיאטריה,"הקו שלי בגלל חתיכת בצק, איזה מקצוע זה? (10)",10,דוד זהבי,110
טיפולוגיה,מאפשרת למיין או עוסקת ב-2 מאונך (9),9,דוד זהבי,110
טולדנו,ראה/י 26 מאונך,6,דוד זהבי,110
סימונ,ראש מועצה בארץ מאפשר לזהות (5)(מ),5,דוד זהבי,110
אבי,"(עם 19 מאונך) קח ארבע באברהם, הוא שר (3, 6)",3,דוד זהבי,110
כזו,"איך היא שוב, והוא טהור (3)",3,דוד זהבי,110
הולילנד,"בשבילי, בארץ זה בירושלים (7)",7,דוד זהבי,110
מתוקימ,לא ברור אם שרד אחרי האוכל (6),6,דוד זהבי,110
מלטהיוק,"נווט גרוע אמר היום: לקט (4, 3)",7,דוד זהבי,110
ברטר,מה אפשר לקבל תמורת הכובע של הרב? (4)(ח),4,דוד זהבי,110
טייזר,שוטרים משתמשים בחצי מחלה תורשתית ופרחים (5),5,דוד זהבי,110
שפיונ,מרגל שהוא חייל קטן (5),5,דוד זהבי,110
הולופוינט,צדיקים בערוץ ואתר של כדורים מסוכנים (9),9,דוד זהבי,110
יחידאי,הידד! בסוף בודאי אינו מוזכר שוב (6),6,דוד זהבי,110
דומיני,"אוהב את כולם ומוסיף ארבע לסוף המשחק (2, 4)",6,דוד זהבי,110
הטרוזיגוט,"הטובים בלעו ורד שלי ומשחק, יש לו יותר מצורה אחת לגן (9)",9,דוד זהבי,110
ריינס,"אחרי הנהר אין שום דבר, לפי הרב (5)",5,דוד זהבי,110
לנווט,"כדי למצוא את היעד אסרו עליו להסתובב, ובאמצע זרזו (5)",5,דוד זהבי,110
ריאה,"היא אולי ירוקה, ובסיום סימן קריאה! (4)",4,דוד זהבי,110
תכפומיד,"ללא דיחוי וללא הפסקה, הכריחו בפנים (3, 4)",7,דוד זהבי,110
היההיה,"התקיים פעמיים בטלוויזיה (3, 3)",6,דוד זהבי,110
מוריניו,איש הכדורגל מלמד אותי על תחילת העיר (7),7,דוד זהבי,110
לשמ,האבן הזו לא שייכת לפה (3),3,אודי הרשקוביץ,111
ארתומ,היא אומרת שאני אצליח לגייס (5),5,אודי הרשקוביץ,111
עובדתי,ניתן להוכיח את דעותי (6),6,אודי הרשקוביץ,111
חלקיחילופ,"יחלק דברים במוסך (4, 5)",9,אודי הרשקוביץ,111
רובוטריקימ,"רק חלק קטן ממנו רקוב, יש כאלו סרטים מצוירים (10)",10,אודי הרשקוביץ,111
ארג,"הוא קלע שוב, השופט בן ... (3)",3,אודי הרשקוביץ,111
קולומביאני,אני מגיע כשאני שומע שמכינים קפה (10),10,אודי הרשקוביץ,111
מיכאלצרנוי,"אתה מיליונר? אז צא כמיליונר (5, 5)",10,אודי הרשקוביץ,111
סינגולריות,הנקודה המיוחדת של המדינה: שער אריות ללא כותרת (10),10,אודי הרשקוביץ,111
מירימסיקה,"שרה בחזרה על חתיכת עץ שיעלה (4, 5)",9,אודי הרשקוביץ,111
רידינג,"זה מספיק, בין ברמת גן או בתל אביב (6)",6,אודי הרשקוביץ,111
תמידי,לא מפסיק לפי ארבע להפסיק (5),5,אודי הרשקוביץ,111
לאמ,"עם 11 מאוזן. אין מנורה לפני חנות למוצרי תינוקת למשל (3, 5)",3,אודי הרשקוביץ,111
דלי,מזל שאני לבדי (3),3,אודי הרשקוביץ,111
עצאופלי,"פעל יוצא של הימור (2, 2, 3)",7,אודי הרשקוביץ,111
זאברוח,"משחק שבאותו זמן הרסו אותו שוב (3, 3) (ח)",6,אודי הרשקוביץ,111
ביתהעמק,"לפני הלבן חוזר קצת לקיבוץ (3, 4) (ע""פ אילן ווכטל)",7,אודי הרשקוביץ,111
מגרב,מלבוש באפריקה (4),4,אודי הרשקוביץ,111
ולילד,ראה/י 26 מאונך,5,אודי הרשקוביץ,111
מסטול,מה שאומרים לעובד מכס על סמים (5),5,אודי הרשקוביץ,111
אוצרמילימ,"רמי לוי מצא אפשרויות להתבטא (4, 5)",9,אודי הרשקוביץ,111
יונקימ,"העוף עדיין פה, כחלק מבעלי החיים (6)",6,אודי הרשקוביץ,111
